Img Test,Idx Room,Coord X,Coord Y
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902977.924648_x-9.881937_y3.030786_a3.048634.jpeg,0,-9.881937,3.030786
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902982.268918_x-10.686668_y3.182415_a2.949419.jpeg,0,-10.686668,3.182415
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902999.814013_x-9.326389_y2.946760_a-0.225149.jpeg,0,-9.326389,2.94676
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902984.105032_x-11.050409_y3.264997_a2.935114.jpeg,0,-11.050409,3.264997
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902987.369339_x-11.402866_y3.695465_a1.806771.jpeg,0,-11.402866,3.695465
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902981.248855_x-10.511449_y3.148542_a2.960598.jpeg,0,-10.511449,3.148542
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152903003.486244_x-8.639393_y2.875145_a-0.024384.jpeg,0,-8.639393,2.875145
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902995.937772_x-10.053380_y3.147848_a-0.351965.jpeg,0,-10.05338,3.147848
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902983.901020_x-11.016578_y3.255827_a2.940672.jpeg,0,-11.016578,3.255827
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902994.305670_x-10.356799_y3.233365_a-0.702440.jpeg,0,-10.356799,3.233365
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902979.412739_x-10.163290_y3.079639_a2.980703.jpeg,0,-10.16329,3.079639
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902997.365860_x-9.788331_y3.073923_a-0.231841.jpeg,0,-9.788331,3.073923
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902973.232353_x-8.984040_y2.947573_a2.967247.jpeg,0,-8.98404,2.947573
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902995.121722_x-10.180707_y3.184577_a-0.414920.jpeg,0,-10.180707,3.184577
