Img Test,Idx Room
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902977.924648_x-9.881937_y3.030786_a3.048634.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902982.268918_x-10.686668_y3.182415_a2.949419.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902999.814013_x-9.326389_y2.946760_a-0.225149.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902984.105032_x-11.050409_y3.264997_a2.935114.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902987.369339_x-11.402866_y3.695465_a1.806771.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902981.248855_x-10.511449_y3.148542_a2.960598.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152903003.486244_x-8.639393_y2.875145_a-0.024384.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902995.937772_x-10.053380_y3.147848_a-0.351965.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902983.901020_x-11.016578_y3.255827_a2.940672.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902994.305670_x-10.356799_y3.233365_a-0.702440.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902979.412739_x-10.163290_y3.079639_a2.980703.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902997.365860_x-9.788331_y3.073923_a-0.231841.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902973.232353_x-8.984040_y2.947573_a2.967247.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902995.121722_x-10.180707_y3.184577_a-0.414920.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902976.904582_x-9.718342_y3.011588_a3.059479.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152903002.466180_x-8.814856_y2.858617_a-0.137495.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902992.673669_x-10.597850_y3.453187_a-0.920188.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902975.476491_x-9.415562_y2.993298_a3.014328.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902999.201976_x-9.444394_y2.969336_a-0.270796.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902972.212289_x-8.789195_y2.912107_a2.974330.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902986.757462_x-11.428032_y3.577178_a2.195275.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902984.921083_x-11.188617_y3.300475_a2.919209.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902985.533121_x-11.305819_y3.356390_a2.806833.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902974.864553_x-9.301176_y2.981337_a2.997315.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902987.165223_x-11.421860_y3.672008_a1.932112.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902997.569988_x-9.743569_y3.062341_a-0.230356.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902998.793956_x-9.523799_y3.000390_a-0.267119.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902982.064906_x-10.655017_y3.173835_a2.951882.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902976.088630_x-9.526273_y2.995672_a3.051029.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902993.693630_x-10.473007_y3.297305_a-0.898061.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902985.737134_x-11.336239_y3.383613_a2.729925.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902974.252418_x-9.175925_y2.973132_a2.995971.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902992.265743_x-10.645969_y3.516304_a-0.913875.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152903002.262169_x-8.864154_y2.877167_a-0.136265.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902983.493094_x-10.929244_y3.236105_a2.940089.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902993.285605_x-10.502318_y3.328224_a-0.920500.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902987.573251_x-11.384864_y3.739254_a1.680518.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152903002.874262_x-8.762338_y2.864744_a-0.074290.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152903001.446120_x-9.031210_y2.896025_a-0.204779.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902996.753823_x-9.906648_y3.080717_a-0.352286.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902986.349287_x-11.404165_y3.503997_a2.384435.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152903003.078350_x-8.716674_y2.869520_a-0.043725.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902971.804263_x-8.717291_y2.899448_a2.975147.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902988.593312_x-11.256573_y3.927597_a1.173455.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902984.309046_x-11.086192_y3.272203_a2.936405.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902979.209332_x-10.119167_y3.065166_a3.008395.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902974.660442_x-9.259456_y2.974844_a2.997785.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902973.436371_x-9.021873_y2.953684_a2.969088.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902972.008276_x-8.753153_y2.906268_a2.972235.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902998.181916_x-9.639307_y3.032574_a-0.260672.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902980.636815_x-10.395457_y3.121854_a2.964477.jpeg,0
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestCloudy/1PO-A/t1152902996.141784_x-10.014988_y3.133687_a-0.352209.jpeg,0
