Img Test,Idx Room,Coord X,Coord Y
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884122.035737_x-9.259670_y2.965814_a-3.128825.jpeg,0,-9.25967,2.965814
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884131.220311_x-11.136331_y3.703100_a1.627568.jpeg,0,-11.136331,3.7031
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884132.444386_x-10.973359_y3.593419_a0.620317.jpeg,0,-10.973359,3.593419
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884127.956204_x-10.871549_y3.240290_a2.765847.jpeg,0,-10.871549,3.24029
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884139.176806_x-10.085873_y3.013204_a-0.255332.jpeg,0,-10.085873,3.013204
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884120.403637_x-8.809402_y2.935012_a-3.105908.jpeg,0,-8.809402,2.935012
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884143.665187_x-8.970422_y2.802950_a-0.073828.jpeg,0,-8.970422,2.80295
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884129.384196_x-11.147162_y3.499102_a2.248237.jpeg,0,-11.147162,3.499102
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884133.464567_x-10.935739_y3.451614_a-0.125871.jpeg,0,-10.935739,3.451614
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884143.869100_x-8.916567_y2.806974_a-0.057451.jpeg,0,-8.916567,2.806974
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884134.076488_x-10.951270_y3.397915_a-0.412305.jpeg,0,-10.95127,3.397915
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884143.053049_x-9.132097_y2.815463_a-0.069226.jpeg,0,-9.132097,2.815463
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884137.748919_x-10.450515_y3.138131_a-0.472364.jpeg,0,-10.450515,3.138131
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884140.604896_x-9.743392_y2.912632_a-0.299600.jpeg,0,-9.743392,2.912632
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884120.811662_x-8.932993_y2.937404_a-3.122977.jpeg,0,-8.932993,2.937404
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884130.608270_x-11.207277_y3.681910_a2.006704.jpeg,0,-11.207277,3.68191
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884139.584833_x-9.987107_y2.990590_a-0.241627.jpeg,0,-9.987107,2.99059
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884134.280503_x-10.951153_y3.398446_a-0.411720.jpeg,0,-10.951153,3.398446
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884132.852605_x-10.944852_y3.529041_a0.274531.jpeg,0,-10.944852,3.529041
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884133.260438_x-10.936357_y3.482955_a0.036264.jpeg,0,-10.936357,3.482955
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884128.976171_x-11.106712_y3.362937_a2.636716.jpeg,0,-11.106712,3.362937
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884136.116614_x-10.721160_y3.272677_a-0.472470.jpeg,0,-10.72116,3.272677
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884136.932667_x-10.584694_y3.200651_a-0.479240.jpeg,0,-10.584694,3.200651
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884127.140055_x-10.650989_y3.172588_a2.768443.jpeg,0,-10.650989,3.172588
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884141.216935_x-9.585941_y2.862966_a-0.303393.jpeg,0,-9.585941,2.862966
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884124.279876_x-9.869673_y3.000711_a3.136068.jpeg,0,-9.869673,3.000711
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884145.046702_x-8.639082_y2.797213_a-0.026119.jpeg,0,-8.639082,2.797213
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884124.891916_x-10.052694_y3.003086_a3.124837.jpeg,0,-10.052694,3.003086
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884140.808909_x-9.688098_y2.895336_a-0.300750.jpeg,0,-9.688098,2.895336
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884123.463825_x-9.670004_y2.990853_a3.131824.jpeg,0,-9.670004,2.990853
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884126.528015_x-10.491903_y3.101786_a2.789171.jpeg,0,-10.491903,3.101786
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884127.548079_x-10.753779_y3.199533_a2.767971.jpeg,0,-10.753779,3.199533
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884119.791597_x-8.653318_y2.932155_a-3.048609.jpeg,0,-8.653318,2.932155
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884144.073117_x-8.863520_y2.809650_a-0.031404.jpeg,0,-8.86352,2.80965
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884135.504576_x-10.831907_y3.335102_a-0.448943.jpeg,0,-10.831907,3.335102
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884144.277331_x-8.810133_y2.812790_a-0.010322.jpeg,0,-8.810133,2.81279
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884126.324128_x-10.437461_y3.052678_a2.953559.jpeg,0,-10.437461,3.052678
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884143.257254_x-9.078119_y2.811361_a-0.070760.jpeg,0,-9.078119,2.811361
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884131.628336_x-11.074270_y3.688596_a1.308350.jpeg,0,-11.07427,3.688596
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884142.441010_x-9.287913_y2.811508_a-0.128194.jpeg,0,-9.287913,2.811508
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884142.236998_x-9.312846_y2.804045_a-0.186143.jpeg,0,-9.312846,2.804045
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884121.627712_x-9.140545_y2.965865_a-3.133388.jpeg,0,-9.140545,2.965865
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884127.344066_x-10.699928_y3.186172_a2.767501.jpeg,0,-10.699928,3.186172
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884125.711965_x-10.292097_y3.010223_a3.118684.jpeg,0,-10.292097,3.010223
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884139.992859_x-9.877138_y2.962518_a-0.247129.jpeg,0,-9.877138,2.962518
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884131.016296_x-11.171336_y3.694331_a1.808659.jpeg,0,-11.171336,3.694331
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884140.400883_x-9.796136_y2.928861_a-0.299881.jpeg,0,-9.796136,2.928861
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884141.625061_x-9.479680_y2.828052_a-0.307625.jpeg,0,-9.47968,2.828052
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884141.012921_x-9.635127_y2.878924_a-0.300500.jpeg,0,-9.635127,2.878924
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884129.588208_x-11.162614_y3.566342_a2.120961.jpeg,0,-11.162614,3.566342
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884137.340692_x-10.500906_y3.158420_a-0.471629.jpeg,0,-10.500906,3.15842
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884133.056423_x-10.942200_y3.512645_a0.191650.jpeg,0,-10.9422,3.512645
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884136.728770_x-10.627238_y3.222888_a-0.481328.jpeg,0,-10.627238,3.222888
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884123.259813_x-9.611957_y2.993520_a3.137181.jpeg,0,-9.611957,2.99352
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884141.420947_x-9.512445_y2.839131_a-0.306204.jpeg,0,-9.512445,2.839131
/home/arvc/Marcos/TRIPLET_NETWORKS/DATASETS/FRIBURGO/TestSunny/1PO-A/t1152884135.708588_x-10.794929_y3.317275_a-0.449109.jpeg,0,-10.794929,3.317275
